Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Industry,Daily Return,Sentiment_Score
2020-06-01 00:00:00+00:00,123.552001953125,123.552001953125,123.84649658203124,122.20850372314452,122.4000015258789,58578000.0,AMZN,Tech,0.0117386161812624,0.5603471098778149
2020-06-02 00:00:00+00:00,123.62049865722656,123.62049865722656,123.67649841308594,122.2655029296875,123.3499984741211,50598000.0,AMZN,Tech,0.0005543957444538,0.5232794564217329
2020-06-03 00:00:00+00:00,123.91999816894533,123.91999816894533,124.4000015258789,123.05850219726562,123.40049743652344,53420000.0,AMZN,Tech,0.0024227334056401,0.5787695654823134
2020-06-04 00:00:00+00:00,123.02999877929688,123.02999877929688,125.3769989013672,122.50050354003906,123.87149810791016,58974000.0,AMZN,Tech,-0.0071820481181339,0.5690616112357626
2020-06-05 00:00:00+00:00,124.1500015258789,124.1500015258789,124.43250274658205,121.85649871826172,122.22550201416016,66128000.0,AMZN,Tech,0.0091034931130187,0.577253534613798
2020-06-08 00:00:00+00:00,126.2030029296875,126.2030029296875,126.5,124.36699676513672,125.01000213623048,79414000.0,AMZN,Tech,0.016536458949464,0.6947322886747619
2020-06-09 00:00:00+00:00,130.04299926757812,130.04299926757812,131.32150268554688,126.25,126.47200012207033,103520000.0,AMZN,Tech,0.0304271392023058,0.6524758821663758
2020-06-10 00:00:00+00:00,132.37249755859375,132.37249755859375,136.11749267578125,131.31300354003906,132.25,98920000.0,AMZN,Tech,0.0179132925581209,0.4546530454729994
2020-06-11 00:00:00+00:00,127.89800262451172,127.89800262451172,133.56900024414062,126.8115005493164,130.1750030517578,116002000.0,AMZN,Tech,-0.0338023004521874,0.5568533240972707
2020-06-12 00:00:00+00:00,127.2509994506836,127.2509994506836,131.07400512695312,125.1675033569336,130.0605010986328,108722000.0,AMZN,Tech,-0.0050587433779371,0.5609533661045134
2020-06-15 00:00:00+00:00,128.63400268554688,128.63400268554688,129.1999969482422,125.4000015258789,126.33000183105467,77302000.0,AMZN,Tech,0.0108683094107977,0.5375310759215305
2020-06-16 00:00:00+00:00,130.7635040283203,130.7635040283203,131.0,128.8000030517578,131.0,71712000.0,AMZN,Tech,0.0165547312399128,0.5861574117249498
2020-06-17 00:00:00+00:00,132.0489959716797,132.0489959716797,132.75,131.59100341796875,132.375,59186000.0,AMZN,Tech,0.0098306630195605,0.5205872150448462
2020-06-18 00:00:00+00:00,132.69900512695312,132.69900512695312,132.98199462890625,131.8054962158203,132.35049438476562,49756000.0,AMZN,Tech,0.0049224846466295,0.5847562077300003
2020-06-19 00:00:00+00:00,133.75050354003906,133.75050354003906,134.8715057373047,132.9499969482422,133.9040069580078,115540000.0,AMZN,Tech,0.0079239359185847,0.6362018168438226
2020-06-22 00:00:00+00:00,135.6909942626953,135.6909942626953,135.75,133.4499969482422,134.22500610351562,64176000.0,AMZN,Tech,0.0145082872310484,0.598746562221398
2020-06-23 00:00:00+00:00,138.2205047607422,138.2205047607422,139.15550231933594,135.90199279785156,136.30099487304688,84634000.0,AMZN,Tech,0.0186416977176082,0.6250198016641662
2020-06-24 00:00:00+00:00,136.72000122070312,136.72000122070312,139.8000030517578,136.0500030517578,139.0,90532000.0,AMZN,Tech,-0.0108558678948279,0.4017827279555301
2020-06-25 00:00:00+00:00,137.72900390625,137.72900390625,137.81149291992188,135.60699462890625,136.9774932861328,59374000.0,AMZN,Tech,0.0073800663877852,0.5392222108785063
2020-06-26 00:00:00+00:00,134.64349365234375,134.64349365234375,139.1284942626953,134.39999389648438,138.7530059814453,130016000.0,AMZN,Tech,-0.0224027631536963,0.5572591973468661
2020-06-29 00:00:00+00:00,134.0189971923828,134.0189971923828,134.83999633789062,131.50399780273438,134.50050354003906,84468000.0,AMZN,Tech,-0.0046381480680635,0.635445644846186
2020-06-30 00:00:00+00:00,137.9409942626953,137.9409942626953,138.48150634765625,133.75149536132812,134.2534942626953,75394000.0,AMZN,Tech,0.0292644860241904,0.48087643723314
2020-07-01 00:00:00+00:00,143.93499755859375,143.93499755859375,144.75,137.6999969482422,137.89950561523438,127268000.0,AMZN,Tech,0.0434533861955745,0.4553074900371333
2020-07-02 00:00:00+00:00,144.51499938964844,144.51499938964844,147.7779998779297,143.55499267578125,145.60049438476562,131868000.0,AMZN,Tech,0.0040296094827012,0.4673178722150624
2020-07-06 00:00:00+00:00,152.8520050048828,152.8520050048828,152.99400329589844,146.5,146.74850463867188,137612000.0,AMZN,Tech,0.0576895522986906,0.5922976896787683
2020-07-07 00:00:00+00:00,150.00599670410156,150.00599670410156,153.4774932861328,149.5,152.92750549316406,105150000.0,AMZN,Tech,-0.0186193717294734,0.3650030901189893
2020-07-08 00:00:00+00:00,154.0554962158203,154.0554962158203,154.19850158691406,150.6215057373047,151.1304931640625,100752000.0,AMZN,Tech,0.0269955841812556,0.5927565434637169
2020-07-09 00:00:00+00:00,159.13150024414062,159.13150024414062,159.69400024414062,153.6999969482422,155.79949951171875,127774000.0,AMZN,Tech,0.0329491913823651,0.4903104541202386
2020-07-10 00:00:00+00:00,160.0,160.0,160.75,156.78500366210938,159.58799743652344,109720000.0,AMZN,Tech,0.0054577488085445,0.26343926639917
2020-07-13 00:00:00+00:00,155.1999969482422,155.1999969482422,167.21449279785156,153.41949462890625,162.55299377441406,154408000.0,AMZN,Tech,-0.0300000190734863,0.5081353836382428
2020-07-14 00:00:00+00:00,154.1999969482422,154.1999969482422,156.36900329589844,147.5,154.4499969482422,144638000.0,AMZN,Tech,-0.0064432990957692,0.592148141314586
2020-07-15 00:00:00+00:00,150.44349670410156,150.44349670410156,154.91749572753906,148.65899658203125,154.01150512695312,115778000.0,AMZN,Tech,-0.0243612212612527,0.5088594594659904
