,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Industry,Daily_Return
5662,2022-01-03 00:00:00+00:00,170.4044952392578,170.4044952392578,170.70350646972656,166.16050720214844,167.5500030517578,63520000,AMZN,Tech,0.022118320898886278
5663,2022-01-04 00:00:00+00:00,167.52200317382812,167.52200317382812,171.39999389648438,166.34950256347656,170.43800354003906,70726000,AMZN,Tech,-0.016915587005979515
5664,2022-01-05 00:00:00+00:00,164.35699462890625,164.35699462890625,167.12649536132812,164.35699462890625,166.88299560546875,64302000,AMZN,Tech,-0.018893091563845044
5665,2022-01-06 00:00:00+00:00,163.25399780273438,163.25399780273438,164.8000030517578,161.93699645996094,163.45050048828125,51958000,AMZN,Tech,-0.006710981961323146
5666,2022-01-07 00:00:00+00:00,162.5540008544922,162.5540008544922,165.24349975585938,162.031005859375,163.83900451660156,46606000,AMZN,Tech,-0.004287778294336282
5667,2022-01-10 00:00:00+00:00,161.48599243164062,161.48599243164062,161.6614990234375,156.30450439453125,160.5854949951172,87798000,AMZN,Tech,-0.006570176170610371
5668,2022-01-11 00:00:00+00:00,165.36199951171875,165.36199951171875,166.35000610351562,160.70150756835938,161.5,62806000,AMZN,Tech,0.024002125643924784
5669,2022-01-12 00:00:00+00:00,165.20700073242188,165.20700073242188,166.8780059814453,164.41700744628906,166.5749969482422,50030000,AMZN,Tech,-0.0009373300985386952
5670,2022-01-13 00:00:00+00:00,161.21400451660156,161.21400451660156,166.22149658203125,161.09100341796875,165.25050354003906,52188000,AMZN,Tech,-0.024169655027437873
5671,2022-01-14 00:00:00+00:00,162.13800048828125,162.13800048828125,162.25,159.80050659179688,160.14999389648438,45974000,AMZN,Tech,0.005731487003565722
5672,2022-01-18 00:00:00+00:00,158.91749572753906,158.91749572753906,159.7344970703125,157.6645050048828,159.10499572753906,67292000,AMZN,Tech,-0.01986273884619019
5673,2022-01-19 00:00:00+00:00,156.2989959716797,156.2989959716797,159.25,156.25,158.76199340820312,53242000,AMZN,Tech,-0.01647710180601349
5674,2022-01-20 00:00:00+00:00,151.66749572753906,151.66749572753906,158.0,151.3509979248047,156.76600646972656,71974000,AMZN,Tech,-0.029632309634156712
5675,2022-01-21 00:00:00+00:00,142.64300537109375,142.64300537109375,150.89999389648438,142.07049560546875,149.9499969482422,163972000,AMZN,Tech,-0.05950180896147472
5676,2022-01-24 00:00:00+00:00,144.54400634765625,144.54400634765625,144.94500732421875,135.3520050048828,139.0,155624000,AMZN,Tech,0.013326983483115347
5677,2022-01-25 00:00:00+00:00,139.98599243164062,139.98599243164062,143.60000610351562,138.14500427246094,142.24249267578125,90824000,AMZN,Tech,-0.03153374554357322
5678,2022-01-26 00:00:00+00:00,138.87249755859375,138.87249755859375,145.18499755859375,137.31849670410156,144.75,95602000,AMZN,Tech,-0.007954330670553542
5679,2022-01-27 00:00:00+00:00,139.6374969482422,139.6374969482422,144.24349975585938,139.35000610351562,140.8000030517578,77516000,AMZN,Tech,0.005508645722495668
5680,2022-01-28 00:00:00+00:00,143.97799682617188,143.97799682617188,143.9980010986328,137.92950439453125,140.86050415039062,74392000,AMZN,Tech,0.031084056738273746
5681,2022-01-31 00:00:00+00:00,149.57350158691406,149.57350158691406,150.36050415039062,144.30050659179688,144.75,78308000,AMZN,Tech,0.03886361030218927
5682,2022-02-01 00:00:00+00:00,151.19349670410156,151.19349670410156,151.70799255371094,147.62750244140625,150.0,59220000,AMZN,Tech,0.010830762802234422
5683,2022-02-02 00:00:00+00:00,150.6125030517578,150.6125030517578,155.0749969482422,148.86349487304688,155.05050659179688,87330000,AMZN,Tech,-0.0038427158906232826
5684,2022-02-03 00:00:00+00:00,138.8455047607422,138.8455047607422,144.24749755859375,138.33299255371094,141.7375030517578,225532000,AMZN,Tech,-0.07812763251781235
5685,2022-02-04 00:00:00+00:00,157.63949584960938,157.63949584960938,161.1999969482422,150.60800170898438,155.60650634765625,253456000,AMZN,Tech,0.13535901735711856
5686,2022-02-07 00:00:00+00:00,157.9355010986328,157.9355010986328,162.6909942626953,157.25,158.52000427246094,102624000,AMZN,Tech,0.001877735318982695
5687,2022-02-08 00:00:00+00:00,161.4134979248047,161.4134979248047,161.79249572753906,155.55050659179688,156.75050354003906,76040000,AMZN,Tech,0.022021627828944044
5688,2022-02-09 00:00:00+00:00,161.1894989013672,161.1894989013672,163.83450317382812,160.25,162.87350463867188,68786000,AMZN,Tech,-0.0013877341505965698
5689,2022-02-10 00:00:00+00:00,159.0034942626953,159.0034942626953,160.7165069580078,157.75,158.35000610351562,68268000,AMZN,Tech,-0.013561706274733841
5690,2022-02-11 00:00:00+00:00,153.2935028076172,153.2935028076172,159.0,152.73399353027344,158.13450622558594,77100000,AMZN,Tech,-0.035911106743631974
5691,2022-02-14 00:00:00+00:00,155.16700744628906,155.16700744628906,158.44850158691406,151.64999389648438,151.75100708007812,83230000,AMZN,Tech,0.012221683270054289
5692,2022-02-15 00:00:00+00:00,156.510498046875,156.510498046875,158.0070037841797,154.6374969482422,157.60549926757812,56440000,AMZN,Tech,0.008658352201907263
5693,2022-02-16 00:00:00+00:00,158.10049438476562,158.10049438476562,158.83399963378906,154.7344970703125,155.79049682617188,52704000,AMZN,Tech,0.010159039538768958
5694,2022-02-17 00:00:00+00:00,154.65249633789062,154.65249633789062,160.3489990234375,154.5,158.14599609375,64032000,AMZN,Tech,-0.021808901106176712
5695,2022-02-18 00:00:00+00:00,152.60150146484375,152.60150146484375,155.49949645996094,150.89300537109375,155.49949645996094,63604000,AMZN,Tech,-0.013261957754408204
5696,2022-02-22 00:00:00+00:00,150.19749450683594,150.19749450683594,152.9824981689453,148.48550415039062,150.47850036621094,66128000,AMZN,Tech,-0.015753494788264887
5697,2022-02-23 00:00:00+00:00,144.82699584960938,144.82699584960938,151.76300048828125,144.6510009765625,151.65049743652344,64244000,AMZN,Tech,-0.03575624663287666
5698,2022-02-24 00:00:00+00:00,151.35800170898438,151.35800170898438,151.74899291992188,139.5,139.83749389648438,100786000,AMZN,Tech,0.045095224278192576
5699,2022-02-25 00:00:00+00:00,153.7884979248047,153.7884979248047,153.99000549316406,149.2135009765625,150.5500030517578,62396000,AMZN,Tech,0.016057930128421098
5700,2022-02-28 00:00:00+00:00,153.56300354003906,153.56300354003906,154.4499969482422,150.85000610351562,152.4250030517578,57684000,AMZN,Tech,-0.0014662630028149512
5701,2022-03-01 00:00:00+00:00,151.14199829101562,151.14199829101562,154.0989990234375,149.9770050048828,152.7324981689453,44874000,AMZN,Tech,-0.015765550251120215
5702,2022-03-02 00:00:00+00:00,152.05250549316406,152.05250549316406,152.99949645996094,148.75,150.8489990234375,47334000,AMZN,Tech,0.006024183962390823
5703,2022-03-03 00:00:00+00:00,147.89849853515625,147.89849853515625,153.9290008544922,146.8560028076172,153.531494140625,65198000,AMZN,Tech,-0.027319556126581337
5704,2022-03-04 00:00:00+00:00,145.64100646972656,145.64100646972656,147.85000610351562,143.8070068359375,147.15899658203125,60934000,AMZN,Tech,-0.01526379299173933
5705,2022-03-07 00:00:00+00:00,137.4530029296875,137.4530029296875,146.09449768066406,137.41650390625,145.44349670410156,86934000,AMZN,Tech,-0.056220454242336265
5706,2022-03-08 00:00:00+00:00,136.01449584960938,136.01449584960938,140.69949340820312,133.57249450683594,136.68350219726562,91662000,AMZN,Tech,-0.010465446730283344
5707,2022-03-09 00:00:00+00:00,139.2790069580078,139.2790069580078,140.25,136.8280029296875,139.5,82656000,AMZN,Tech,0.024001199930983774
5708,2022-03-10 00:00:00+00:00,146.8175048828125,146.8175048828125,148.67449951171875,143.97799682617188,145.68499755859375,135062000,AMZN,Tech,0.05412515560997302
5709,2022-03-11 00:00:00+00:00,145.52450561523438,145.52450561523438,149.6750030517578,145.36900329589844,149.57449340820312,68900000,AMZN,Tech,-0.008806846762653931
5710,2022-03-14 00:00:00+00:00,141.85299682617188,141.85299682617188,147.4499969482422,140.88400268554688,145.9810028076172,74086000,AMZN,Tech,-0.025229488143872755
5711,2022-03-15 00:00:00+00:00,147.3665008544922,147.3665008544922,147.98500061035156,142.0,142.85000610351562,75584000,AMZN,Tech,0.038867730338306615
5712,2022-03-16 00:00:00+00:00,153.10400390625,153.10400390625,153.14999389648438,147.35350036621094,148.5,84958000,AMZN,Tech,0.03893356372370509
5713,2022-03-17 00:00:00+00:00,157.23899841308594,157.23899841308594,157.49850463867188,152.13999938964844,152.6405029296875,72934000,AMZN,Tech,0.027007748989816845
5714,2022-03-18 00:00:00+00:00,161.25050354003906,161.25050354003906,161.593994140625,156.01100158691406,156.81300354003906,102962000,AMZN,Tech,0.025512151358369848
5715,2022-03-21 00:00:00+00:00,161.4915008544922,161.4915008544922,163.08399963378906,159.55299377441406,161.12100219726562,66538000,AMZN,Tech,0.0014945523217748248
5716,2022-03-22 00:00:00+00:00,164.88900756835938,164.88900756835938,166.16700744628906,161.69900512695312,161.8054962158203,64086000,AMZN,Tech,0.021038300442376992
5717,2022-03-23 00:00:00+00:00,163.4080047607422,163.4080047607422,166.3699951171875,162.68699645996094,163.7050018310547,55812000,AMZN,Tech,-0.00898181649254694
5718,2022-03-24 00:00:00+00:00,163.64950561523438,163.64950561523438,164.11849975585938,160.0500030517578,163.74949645996094,56798000,AMZN,Tech,0.001477901005191189
5719,2022-03-25 00:00:00+00:00,164.77349853515625,164.77349853515625,165.36849975585938,162.25,164.0,49032000,AMZN,Tech,0.006868294014676454
5720,2022-03-28 00:00:00+00:00,168.99049377441406,168.99049377441406,169.03750610351562,164.89999389648438,164.97500610351562,59854000,AMZN,Tech,0.025592678900108867
5721,2022-03-29 00:00:00+00:00,169.31500244140625,169.31500244140625,170.8314971923828,167.86849975585938,170.38400268554688,66154000,AMZN,Tech,0.0019202776425126915
5722,2022-03-30 00:00:00+00:00,166.30099487304688,166.30099487304688,168.95050048828125,165.5,168.50950622558594,56168000,AMZN,Tech,-0.01780118433038687
