Ticker,fiscalDateEnding,INCOME_STATEMENT_reportedCurrency,INCOME_STATEMENT_grossProfit,INCOME_STATEMENT_totalRevenue,INCOME_STATEMENT_costOfRevenue,INCOME_STATEMENT_costofGoodsAndServicesSold,INCOME_STATEMENT_operatingIncome,INCOME_STATEMENT_sellingGeneralAndAdministrative,INCOME_STATEMENT_researchAndDevelopment,INCOME_STATEMENT_operatingExpenses,INCOME_STATEMENT_investmentIncomeNet,INCOME_STATEMENT_netInterestIncome,INCOME_STATEMENT_interestIncome,INCOME_STATEMENT_interestExpense,INCOME_STATEMENT_nonInterestIncome,INCOME_STATEMENT_otherNonOperatingIncome,INCOME_STATEMENT_depreciation,INCOME_STATEMENT_depreciationAndAmortization,INCOME_STATEMENT_incomeBeforeTax,INCOME_STATEMENT_incomeTaxExpense,INCOME_STATEMENT_interestAndDebtExpense,INCOME_STATEMENT_netIncomeFromContinuingOperations,INCOME_STATEMENT_comprehensiveIncomeNetOfTax,INCOME_STATEMENT_ebit,INCOME_STATEMENT_ebitda,INCOME_STATEMENT_netIncome,BALANCE_SHEET_reportedCurrency,BALANCE_SHEET_totalAssets,BALANCE_SHEET_totalCurrentAssets,BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,BALANCE_SHEET_cashAndShortTermInvestments,BALANCE_SHEET_inventory,BALANCE_SHEET_currentNetReceivables,BALANCE_SHEET_totalNonCurrentAssets,BALANCE_SHEET_propertyPlantEquipment,BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,BALANCE_SHEET_intangibleAssets,BALANCE_SHEET_intangibleAssetsExcludingGoodwill,BALANCE_SHEET_goodwill,BALANCE_SHEET_investments,BALANCE_SHEET_longTermInvestments,BALANCE_SHEET_shortTermInvestments,BALANCE_SHEET_otherCurrentAssets,BALANCE_SHEET_otherNonCurrentAssets,BALANCE_SHEET_totalLiabilities,BALANCE_SHEET_totalCurrentLiabilities,BALANCE_SHEET_currentAccountsPayable,BALANCE_SHEET_deferredRevenue,BALANCE_SHEET_currentDebt,BALANCE_SHEET_shortTermDebt,BALANCE_SHEET_totalNonCurrentLiabilities,BALANCE_SHEET_capitalLeaseObligations,BALANCE_SHEET_longTermDebt,BALANCE_SHEET_currentLongTermDebt,BALANCE_SHEET_longTermDebtNoncurrent,BALANCE_SHEET_shortLongTermDebtTotal,BALANCE_SHEET_otherCurrentLiabilities,BALANCE_SHEET_otherNonCurrentLiabilities,BALANCE_SHEET_totalShareholderEquity,BALANCE_SHEET_treasuryStock,BALANCE_SHEET_retainedEarnings,BALANCE_SHEET_commonStock,BALANCE_SHEET_commonStockSharesOutstanding,CASH_FLOW_reportedCurrency,CASH_FLOW_operatingCashflow,CASH_FLOW_paymentsForOperatingActivities,CASH_FLOW_proceedsFromOperatingActivities,CASH_FLOW_changeInOperatingLiabilities,CASH_FLOW_changeInOperatingAssets,CASH_FLOW_depreciationDepletionAndAmortization,CASH_FLOW_capitalExpenditures,CASH_FLOW_changeInReceivables,CASH_FLOW_changeInInventory,CASH_FLOW_profitLoss,CASH_FLOW_cashflowFromInvestment,CASH_FLOW_cashflowFromFinancing,CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,CASH_FLOW_paymentsForRepurchaseOfCommonStock,CASH_FLOW_paymentsForRepurchaseOfEquity,CASH_FLOW_paymentsForRepurchaseOfPreferredStock,CASH_FLOW_dividendPayout,CASH_FLOW_dividendPayoutCommonStock,CASH_FLOW_dividendPayoutPreferredStock,CASH_FLOW_proceedsFromIssuanceOfCommonStock,CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,CASH_FLOW_proceedsFromIssuanceOfPreferredStock,CASH_FLOW_proceedsFromRepurchaseOfEquity,CASH_FLOW_proceedsFromSaleOfTreasuryStock,CASH_FLOW_changeInCashAndCashEquivalents,CASH_FLOW_changeInExchangeRate,CASH_FLOW_netIncome,observation_date,GDP,Quarterly_Return,M2SL,M1SL,FEDFUNDS,PPIACO,RTWEXBGS,CPIAUCSL,UNRATE
AMGN,2022-03-31,USD,2517000000,5943000000,3426000000,1561000000,2500000000,1228000000,959000000,2824000000,,-295000000,,295000000,6238000000.0,-530000000.0,,637000000,1675000000,199000000,295000000,1171000000,1509000000,2500000000,2607000000,1476000000,USD,59196000000,18520000000,6528000000,7187000000,4411000000,5077000000,40676000000,5142000000,8900000000,29464000000,14567000000,14897000000,5853000000,,659000000.0,2488000000,6070000000,58280000000,12886000000,1403000000,,844000000,844000000,45394000000,,36854000000,844000000,36010000000,36854000000,10639000000,2732000000,916000000,,-29568000000,31247000000,534200000,USD,2164000000,,,-36000000,468000000,841000000,190000000,195000000,230000000,1171000000,-111000000,-3514000000,0.0,6360000000,6360000000,,1080000000,1080000000,,,3952000000,,-6360000000,,-1461000000.0,,1476000000,2022-03-31,0.07732925972842776,0.07489890212955741,0.9157392605655804,0.7966047974372742,-1.055112906119487,0.4716281832189576,-0.10955119233421728,-0.030946318550265396,-0.3369473410893877
AMGN,2021-12-31,USD,28685000000,32528000000,3843000000,1718000000,2304000000,1425000000,1348000000,3524000000,,-335000000,,335000000,32825000000.0,162000000.0,,700000000,2131000000,232000000,335000000,1899000000,1911000000,2304000000,3166000000,1899000000,USD,61165000000,19385000000,7989000000,8868000000,4086000000,5839000000,42346000000,5184000000,8798000000,30072000000,15182000000,14890000000,7304000000,,879000000.0,2367000000,6524000000,54465000000,12184000000,1366000000,,87000000,0,42806000000,,33300000000,87000000,33222000000,33309000000,10731000000,2465000000,6700000000,,-24600000000,32096000000,558300000,USD,2808000000,,,193000000,-26000000,852000000,287000000,160000000,-50000000,1899000000,-230000000,-6558000000,0.0,1443000000,1443000000,,990000000,990000000,,,-1000000,,-1443000000,,-3980000000.0,,1899000000,2021-12-31,-0.06617773609572862,0.05793561099379185,0.8288988189378055,0.7253442749077025,-1.1117094957809084,0.2607454668238865,-0.25221130470222297,-0.29442693802459224,-0.10620479043718048
AMGN,2021-09-30,USD,2854000000,6410000000,3556000000,1609000000,2378000000,1305000000,1422000000,3361000000,,-296000000,,296000000,6706000000.0,73000000.0,,642000000,2155000000,271000000,296000000,1884000000,1944000000,2378000000,3093000000,1884000000,USD,64993000000,24380000000,11969000000,13786000000,4152000000,4765000000,40613000000,4982000000,9200000000,29324000000,14659000000,14665000000,12275000000,,1817000000.0,2542000000,6307000000,56776000000,14842000000,1171000000,,4288000000,4288000000,41934000000,,37579000000,4288000000,33291000000,37579000000,9383000000,2160000000,8217000000,,-22964000000,31989000000,565000000,USD,2418000000,,,206000000,467000000,850000000,242000000,304000000,48000000,1884000000,73000000,2848000000,0.0,1080000000,1080000000,,999000000,999000000,,,4946000000,,-1080000000,,1884000000.0,,1884000000,2021-09-30,-0.3460372107907515,-0.12758976862980564,0.6137118313311613,0.6349482392320961,-1.1117094957809084,-0.042653765264213085,-0.9162577117962186,-0.4943374911774646,0.30913180073679264
AMGN,2021-06-30,USD,2853000000,6526000000,3673000000,1637000000,828000000,1384000000,2587000000,4713000000,,-281000000,,281000000,6526000000.0,11000000.0,,652000000,558000000,94000000,281000000,464000000,429000000,828000000,1491000000,464000000,USD,59773000000,19099000000,6630000000,8485000000,4115000000,4479000000,40674000000,4906000000,9100000000,29984000000,15308000000,14676000000,7159000000,,1855000000.0,2423000000,5784000000,51526000000,14585000000,1277000000,,4324000000,4324000000,36941000000,,32800000000,4324000000,28458000000,32800000000,8984000000,2055000000,8247000000,,-22762000000,31877000000,569600000,USD,1931000000,,,-707000000,209000000,855000000,185000000,56000000,41000000,464000000,1209000000,-2622000000,0.0,1581000000,1581000000,,1008000000,1008000000,,,0,,-1581000000,,464000000.0,,464000000,2021-06-30,-0.5270783362938625,-0.02033679357036977,0.41544966297447783,0.546687290174294,-1.1117094957809084,-0.5339386506535319,-1.3221621474622687,-0.7282893548277656,0.6321713716498824
AMGN,2021-03-31,USD,2503000000,5901000000,3398000000,1490000000,2129000000,1254000000,967000000,2936000000,,-285000000,,285000000,5901000000.0,13000000.0,,654000000,1857000000,211000000,285000000,1646000000,1798000000,2129000000,2796000000,1646000000,USD,62539000000,21299000000,6112000000,10960000000,4017000000,4423000000,41240000000,4855000000,9100000000,30620000000,15947000000,14673000000,10115000000,,4848000000.0,2293000000,5765000000,53205000000,12869000000,1396000000,,1556000000,1556000000,40336000000,,32685000000,1556000000,31129000000,32685000000,9917000000,2170000000,9334000000,,-21639000000,31806000000,575300000,USD,2104000000,,,-259000000,181000000,841000000,166000000,-91000000,126000000,1646000000,-319000000,-1939000000,0.0,871000000,871000000,,1016000000,1016000000,,,0,,-871000000,,-154000000.0,,1646000000,2021-03-31,-0.7601403509283045,0.08215900982988211,0.14465255497510532,0.40528997491399466,-1.1164258782526937,-0.995288614710885,-1.2717969967445188,-0.9029208395674849,0.770616902041207
AMGN,2020-12-31,USD,4737000000,6634000000,1897000000,1597000000,2008000000,1773000000,1229000000,3729000000,,-318000000,187000000.0,318000000,6634000000.0,187000000.0,,700000000,1877000000,262000000,318000000,4737000000,1533000000,2008000000,2895000000,1615000000,USD,62948000000,21144000000,6266000000,11124000000,3893000000,5324000000,42212000000,4889000000,8977000000,31276000000,16587000000,14689000000,10322000000,,4858000000.0,2079000000,5639000000,53539000000,11653000000,1421000000,,91000000,91000000,42192000000,,32986000000,91000000,32895000000,32986000000,10141000000,2023000000,9409000000,,-21408000000,31802000000,578300000,USD,2153000000,,,570000000,230000000,873000000,173000000,396000000,-101000000,4737000000,-1384000000,-3590000000,0.0,1205000000,1205000000,,932000000,932000000,,,0,,-1205000000,,4737000000.0,,1615000000,2020-12-31,-0.9526030429990517,-0.09537301362880546,-0.1373068742915035,0.2933343803834178,-1.1069931133091233,-1.2875943171289033,-1.56748651721654,-1.0045628477451438,1.0013594526934142
AMGN,2020-09-30,USD,4543000000,6423000000,1880000000,1561000000,2453000000,1346000000,1062000000,3117000000,,-302000000,55000000.0,302000000,6423000000.0,55000000.0,,708000000,2206000000,185000000,302000000,2021000000,1901000000,2453000000,3216000000,2021000000,USD,64637000000,22661000000,9087000000,12736000000,3942000000,4094000000,41976000000,4816000000,8800000000,31928000000,17254000000,14674000000,11965000000,,3649000000.0,2265000000,5232000000,53678000000,9953000000,1161000000,,91000000,91000000,43725000000,,34287000000,91000000,34196000000,34287000000,8701000000,1759000000,10959000000,,-19851000000,31713000000,583500000,USD,3368000000,,,-482000000,-977000000,901000000,135000000,-1146000000,90000000,2021000000,-1628000000,-1798000000,0.0,765000000,765000000,,936000000,936000000,,,-88000000,,-765000000,,2021000000.0,,2021000000,2020-09-30,-1.0783581043341868,0.077588412636316,-0.34020321934758097,0.19842737222959317,-1.1069931133091233,-1.4108557579075856,-0.7786793772988347,-1.090739498644049,2.5242602869979813
AMGN,2020-06-30,USD,4420000000,6206000000,1786000000,1488000000,2323000000,1295000000,964000000,3108000000,,-296000000,3000000.0,296000000,,3000000.0,,713000000,2030000000,227000000,296000000,1803000000,1682000000,2323000000,3039000000,1803000000,USD,65011000000,22895000000,9145000000,11718000000,3840000000,5366000000,42116000000,4843000000,8700000000,32626000000,17948000000,14678000000,11031000000,,2573000000.0,2268000000,4647000000,54352000000,10523000000,1150000000,,91000000,91000000,43829000000,,34224000000,91000000,34133000000,34224000000,9282000000,1881000000,10659000000,,-20168000000,31610000000,586400000,USD,2842000000,,,627000000,511000000,930000000,158000000,222000000,113000000,1803000000,-2159000000,775000000,0.0,555000000,555000000,,942000000,942000000,,,4039000000,,-555000000,,1803000000.0,,1803000000,2020-06-30,-1.650846126870244,0.16341935372670857,-0.5196466005858553,-1.7256709492002018,-1.1117094957809084,-1.6749874167190475,-0.3038314693880219,-1.192381506821708,4.647091752998287
AMGN,2020-03-31,USD,4381000000,6161000000,1780000000,1513000000,2355000000,1316000000,952000000,3002000000,,-346000000,11000000.0,346000000,,11000000.0,,709000000,2020000000,195000000,346000000,1825000000,1691000000,2355000000,3075000000,1825000000,USD,61669000000,18813000000,7687000000,8232000000,3682000000,5009000000,42856000000,4879000000,8500000000,33336000000,18653000000,14683000000,7514000000,,545000000.0,2110000000,4641000000,52184000000,11827000000,1338000000,,1840000000,1840000000,40357000000,,31848000000,1840000000,30008000000,31848000000,8649000000,1811000000,9485000000,,-21378000000,31525000000,588000000,USD,2134000000,,,64000000,749000000,897000000,142000000,955000000,113000000,1825000000,-230000000,-254000000,0.0,961000000,961000000,,945000000,945000000,,,4963000000,,-961000000,,1650000000.0,,1825000000,2020-03-31,-1.064249379882544,-0.15904098573786873,-1.398487988734414,-1.8558951796034195,-0.8428756948891575,-1.188985164505957,0.04946524961737357,-1.0567858105674588,-0.5215413816111534
AMGN,2019-12-31,USD,4628000000,6197000000,1569000000,1253000000,2048000000,1513000000,1312000000,3348000000,,-301000000,236000000.0,301000000,,236000000.0,,452000000,1983000000,280000000,301000000,4628000000,1563000000,2048000000,2736000000,1703000000,USD,59707000000,18440000000,6037000000,9214000000,3584000000,4652000000,41736000000,4928000000,8357000000,34116000000,19413000000,14703000000,8537000000,799000000.0,3177000000.0,1888000000,2223000000,50034000000,12835000000,1371000000,,3093000000,2953000000,36981000000,,29903000000,2953000000,26950000000,29903000000,8511000000,2212000000,9673000000,,-21330000000,31531000000,591400000,USD,2514000000,1933000000.0,,284000000,127000000,702000000,188000000,441000000,-35000000,4628000000,-5963000000,-1929000000,0.0,1094000000,1094000000,,860000000,860000000,,,0,,-1094000000,,-5378000000.0,,1703000000,2019-12-31,-0.9969689688427892,0.24577548533650884,-1.6589287192403586,-1.863279689710111,-0.41840127242849795,-1.2136374526616942,-0.8984406282498242,-1.1431815175184707,-0.5215413816111534
