Ticker,fiscalDateEnding,INCOME_STATEMENT_reportedCurrency,INCOME_STATEMENT_grossProfit,INCOME_STATEMENT_totalRevenue,INCOME_STATEMENT_costOfRevenue,INCOME_STATEMENT_costofGoodsAndServicesSold,INCOME_STATEMENT_operatingIncome,INCOME_STATEMENT_sellingGeneralAndAdministrative,INCOME_STATEMENT_researchAndDevelopment,INCOME_STATEMENT_operatingExpenses,INCOME_STATEMENT_investmentIncomeNet,INCOME_STATEMENT_netInterestIncome,INCOME_STATEMENT_interestIncome,INCOME_STATEMENT_interestExpense,INCOME_STATEMENT_nonInterestIncome,INCOME_STATEMENT_otherNonOperatingIncome,INCOME_STATEMENT_depreciation,INCOME_STATEMENT_depreciationAndAmortization,INCOME_STATEMENT_incomeBeforeTax,INCOME_STATEMENT_incomeTaxExpense,INCOME_STATEMENT_interestAndDebtExpense,INCOME_STATEMENT_netIncomeFromContinuingOperations,INCOME_STATEMENT_comprehensiveIncomeNetOfTax,INCOME_STATEMENT_ebit,INCOME_STATEMENT_ebitda,INCOME_STATEMENT_netIncome,BALANCE_SHEET_reportedCurrency,BALANCE_SHEET_totalAssets,BALANCE_SHEET_totalCurrentAssets,BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,BALANCE_SHEET_cashAndShortTermInvestments,BALANCE_SHEET_inventory,BALANCE_SHEET_currentNetReceivables,BALANCE_SHEET_totalNonCurrentAssets,BALANCE_SHEET_propertyPlantEquipment,BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,BALANCE_SHEET_intangibleAssets,BALANCE_SHEET_intangibleAssetsExcludingGoodwill,BALANCE_SHEET_goodwill,BALANCE_SHEET_investments,BALANCE_SHEET_longTermInvestments,BALANCE_SHEET_shortTermInvestments,BALANCE_SHEET_otherCurrentAssets,BALANCE_SHEET_otherNonCurrentAssets,BALANCE_SHEET_totalLiabilities,BALANCE_SHEET_totalCurrentLiabilities,BALANCE_SHEET_currentAccountsPayable,BALANCE_SHEET_deferredRevenue,BALANCE_SHEET_currentDebt,BALANCE_SHEET_shortTermDebt,BALANCE_SHEET_totalNonCurrentLiabilities,BALANCE_SHEET_capitalLeaseObligations,BALANCE_SHEET_longTermDebt,BALANCE_SHEET_currentLongTermDebt,BALANCE_SHEET_longTermDebtNoncurrent,BALANCE_SHEET_shortLongTermDebtTotal,BALANCE_SHEET_otherCurrentLiabilities,BALANCE_SHEET_otherNonCurrentLiabilities,BALANCE_SHEET_totalShareholderEquity,BALANCE_SHEET_treasuryStock,BALANCE_SHEET_retainedEarnings,BALANCE_SHEET_commonStock,BALANCE_SHEET_commonStockSharesOutstanding,CASH_FLOW_reportedCurrency,CASH_FLOW_operatingCashflow,CASH_FLOW_paymentsForOperatingActivities,CASH_FLOW_proceedsFromOperatingActivities,CASH_FLOW_changeInOperatingLiabilities,CASH_FLOW_changeInOperatingAssets,CASH_FLOW_depreciationDepletionAndAmortization,CASH_FLOW_capitalExpenditures,CASH_FLOW_changeInReceivables,CASH_FLOW_changeInInventory,CASH_FLOW_profitLoss,CASH_FLOW_cashflowFromInvestment,CASH_FLOW_cashflowFromFinancing,CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,CASH_FLOW_paymentsForRepurchaseOfCommonStock,CASH_FLOW_paymentsForRepurchaseOfEquity,CASH_FLOW_paymentsForRepurchaseOfPreferredStock,CASH_FLOW_dividendPayout,CASH_FLOW_dividendPayoutCommonStock,CASH_FLOW_dividendPayoutPreferredStock,CASH_FLOW_proceedsFromIssuanceOfCommonStock,CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,CASH_FLOW_proceedsFromIssuanceOfPreferredStock,CASH_FLOW_proceedsFromRepurchaseOfEquity,CASH_FLOW_proceedsFromSaleOfTreasuryStock,CASH_FLOW_changeInCashAndCashEquivalents,CASH_FLOW_changeInExchangeRate,CASH_FLOW_netIncome,observation_date,GDP,M2SL,M1SL,FEDFUNDS,PPIACO,RTWEXBGS,CPIAUCSL,UNRATE
ABT,2022-03-31,USD,3481000000,11767000000,8286000000,4987000000,2912000000,2787000000,697000000,3999000000,14000000,-131000000,14000000,131000000,11898000000,78000000,311000000,512000000,2876000000,429000000,131000000,2447000000,2347000000,3007000000,3519000000,2447000000,USD,74007000000,23429000000,7675000000,8158000000,5691000000,7179000000,45075000000,8908000000,10613000000,35404000000,12225000000,23179000000,244000000,763000000,483000000,2401000000.0,,38608000000,12647000000,4757000000,513000000.0,4000000,4000000,17086000000,,17094000000,4000000,17086000000,17090000000,7886000000,,35399000000,13726000000,33295000000,24304000000,1761911000,USD,2065000000,195000000,,,1305000000,823000000,321000000,751000000,554000000,2447000000,-360000000,-3823000000,8000000,2307000000,2307000000,,832000000,832000000,,,0,,-2248000000,,-2118000000.0,,2447000000,2022-03-31,0.07732925972842776,0.8525129715103692,0.7966047974372742,-1.1117094957809084,0.9492134399045892,-0.10955119233421728,0.1848238927751541,-0.3369473410893877
ABT,2021-12-31,USD,2960000000,11343000000,8383000000,4766000000,2378000000,3048000000,762000000,4389000000,11000000,-131000000,114000000,131000000,11474000000,63000000,369000000,514000000,2327000000,338000000,131000000,1989000000,2855000000,2458000000,2972000000,1989000000,USD,75196000000,24239000000,9799000000,10249000000,5157000000,6487000000,46976000000,8959000000,10405000000,35970000000,12739000000,23231000000,256000000,816000000,450000000,2346000000.0,,39394000000,13105000000,4408000000,520000000.0,754000000,0,20990000000,956000000.0,18050000000,754000000,17296000000,18050000000,7943000000,3685000000.0,35802000000,11822000000,31528000000,24470000000,1769390000,USD,3067000000,-159000000,,,486000000,883000000,614000000,189000000,-15000000,1989000000,-671000000,-1886000000,-197000000,974000000,974000000,,798000000,798000000,,,4000000,,-892000000,,510000000.0,,1989000000,2021-12-31,-0.06617773609572862,0.6862064737851605,0.7253442749077025,-1.1117094957809084,0.2914903919095403,-0.25221130470222297,-0.1070025798418238,-0.10620479043718048
ABT,2021-09-30,USD,3601000000,10791000000,7190000000,4423000000,2546000000,2767000000,672000000,3439000000,10000000,-133000000,127000000,133000000,10924000000,74000000,327000000,520000000,2493000000,393000000,133000000,2100000000,1926000000,2626000000,3146000000,2100000000,USD,73795000000,23492000000,9302000000,9692000000,5261000000,6405000000,46254000000,8831000000,10351000000,36611000000,13312000000,23299000000,269000000,812000000,390000000,8539000000.0,,39373000000,12867000000,4017000000,412000000.0,951000000,197000000,17446000000,,18954000000,754000000,17446000000,19151000000,7531000000,,34422000000,10999000000,30376000000,24285000000,1774516000,USD,2701000000,275000000,,,323000000,520000000,461000000,394000000,-71000000,2100000000,-651000000,-1377000000,-27000000,579000000,579000000,,801000000,801000000,,,0,,-509000000,,4593000000.0,,2100000000,2021-09-30,-0.3460372107907515,0.47658049821778886,0.6349482392320961,-1.1069931133091233,0.09215903339315717,-0.9162577117962186,-0.4077227281743458,0.30913180073679264
ABT,2021-06-30,USD,2416000000,10089000000,7673000000,4947000000,1392000000,2726000000,654000000,3380000000,11000000,-134000000,123000000,134000000,10223000000,79000000,370000000,504000000,1348000000,159000000,134000000,1189000000,1408000000,1482000000,1986000000,1189000000,USD,73269000000,22627000000,8658000000,8944000000,5439000000,6113000000,46787000000,8816000000,10258000000,37166000000,13681000000,23485000000,260000000,805000000,286000000,8244000000.0,,39469000000,12614000000,4017000000,406000000.0,954000000,199000000,17547000000,,19057000000,755000000,17547000000,19256000000,7401000000,,33800000000,10340000000,29053000000,24153000000,1779203000,USD,2128000000,445000000,,,-30000000,504000000,413000000,-35000000,5000000,1189000000,-264000000,-1264000000,-4000000,471000000,471000000,,803000000,803000000,,,0,,-454000000,,2537000000.0,,1189000000,2021-06-30,-0.5270783362938625,0.2749333660111127,0.546687290174294,-1.1211422607244785,-0.1465455510633877,-1.3221621474622687,-0.5493205602563276,0.6321713716498824
ABT,2021-03-31,USD,2624000000,10318000000,7694000000,4401000000,2109000000,2783000000,654000000,3962000000,11000000,-135000000,127000000,135000000,10453000000,61000000,425000000,509000000,2043000000,250000000,135000000,1793000000,1454000000,2178000000,2687000000,1793000000,USD,72785000000,21817000000,8054000000,8372000000,5387000000,6096000000,47245000000,8832000000,9865000000,37581000000,14181000000,23400000000,289000000,832000000,318000000,8058000000.0,,39223000000,12462000000,4066000000,416000000.0,955000000,199000000,17489000000,,19001000000,756000000,17489000000,19200000000,7165000000,,33562000000,9845000000,28669000000,24023000000,1776842000,USD,2637000000,270000000,,,372000000,934000000,397000000,-165000000,537000000,1793000000,-422000000,-967000000,24000000,275000000,275000000,,800000000,800000000,,,0,,-189000000,,1248000000.0,,1793000000,2021-03-31,-0.7601403509283045,-0.04675909130421303,0.40528997491399466,-1.1117094957809084,-0.6360695587272973,-1.2717969967445188,-0.8061856869570243,0.770616902041207
ABT,2020-12-31,USD,2963000000,10570000000,7607000000,4493000000,2432000000,2570000000,698000000,3837000000,9000000,-136000000,122000000,136000000,10706000000,78000000,358000000,508000000,2392000000,230000000,136000000,2158000000,2260000000,2528000000,3036000000,2162000000,USD,72548000000,20441000000,6838000000,7148000000,5012000000,6414000000,49522000000,9029000000,9764000000,38528000000,14784000000,23744000000,277000000,821000000,310000000,1867000000.0,,39764000000,11907000000,3946000000,405000000.0,220000000,213000000,22548000000,902000000.0,18534000000,7000000,18527000000,18747000000,7379000000,3684000000.0,32784000000,10042000000,27627000000,24145000000,1775502000,USD,3798000000,113000000,,,863000000,866000000,679000000,581000000,-345000000,2162000000,-731000000,-787000000,-1000000,161000000,161000000,,641000000,641000000,,,1000000,,-145000000,,2280000000.0,,2162000000,2020-12-31,-0.9526030429990517,-0.27923357285903205,0.2933343803834178,-1.1069931133091233,-1.1467240990961236,-1.56748651721654,-0.9289446985577992,1.0013594526934142
ABT,2020-09-30,USD,2455000000,8723000000,6268000000,3966000000,1495000000,2302000000,580000000,2882000000,10000000,-137000000,120000000,137000000,8860000000,46000000,298000000,510000000,1421000000,189000000,137000000,1232000000,1268000000,1558000000,2068000000,1232000000,USD,69043000000,17390000000,4480000000,4731000000,5152000000,5649000000,47969000000,8620000000,9352000000,38546000000,15208000000,23338000000,292000000,803000000,251000000,7507000000.0,,37657000000,10257000000,3189000000,351000000.0,214000000,208000000,18349000000,,18361000000,6000000,18349000000,18569000000,6737000000,,31386000000,9873000000,26266000000,24037000000,1774475000,USD,2066000000,415000000,,,321000000,808000000,496000000,470000000,-149000000,1232000000,-472000000,-1915000000,-28000000,2000000,2000000,,639000000,639000000,,,1000000,,81000000,,2653000000.0,,1232000000,2020-09-30,-1.0783581043341868,-0.4592411147389709,0.19842737222959317,-1.1022767308373382,-1.3228118716370982,-0.7786793772988347,-1.0186700575008363,2.5242602869979813
ABT,2020-06-30,USD,1656000000,7195000000,5539000000,3263000000,672000000,2276000000,564000000,2840000000,9000000,-134000000,9000000,134000000,7329000000,-22000000,272000000,553000000,526000000,-11000000,134000000,537000000,843000000,660000000,1213000000,537000000,USD,68776000000,17221000000,4763000000,5037000000,5202000000,5140000000,48002000000,8343000000,9031000000,38883000000,15783000000,23100000000,283000000,776000000,274000000,6982000000.0,,38198000000,10959000000,3335000000,335000000.0,1495000000,205000000,18184000000,,20764000000,1290000000,18184000000,20969000000,5964000000,,30578000000,9904000000,25669000000,23893000000,1772953000,USD,1322000000,160000000,,,319000000,825000000,642000000,-231000000,550000000,537000000,-619000000,658000000,-20000000,4000000,4000000,,642000000,642000000,,,0,,53000000,,537000000.0,,537000000,2020-06-30,-1.650846126870244,-0.9881014191115556,-1.7256709492002018,-1.1258586431962638,-1.4742473560223368,-0.3038314693880219,-1.1481321842960897,4.647091752998287
ABT,2020-03-31,USD,1192000000,7582000000,6390000000,3281000000,758000000,2548000000,578000000,3708000000,18000000,-139000000,18000000,139000000,7721000000,1000000,267000000,561000000,653000000,89000000,139000000,544000000,-357000000,792000000,1353000000,564000000,USD,66777000000,15498000000,3377000000,3668000000,4568000000,5292000000,47889000000,7907000000,8800000000,39192000000,16265000000,22927000000,275000000,790000000,291000000,7262000000.0,,36559000000,10808000000,3181000000,305000000.0,1468000000,204000000,16804000000,,19332000000,1264000000,16804000000,19536000000,5994000000,,30218000000,9913000000,25786000000,23731000000,1768901000,USD,715000000,125000000,,,541000000,828000000,360000000,104000000,437000000,564000000,-393000000,-735000000,51000000,236000000,236000000,,638000000,638000000,,,0,,-147000000,,-413000000.0,,564000000,2020-03-31,-1.064249379882544,-1.631929602817802,-1.8558951796034195,-0.4042521250131426,-1.4073340024567662,0.04946524961737357,-1.1028313927203548,-0.5215413816111534
ABT,2019-12-31,USD,4397000000,8314000000,6330000000,3434000000,1389000000,2413000000,595000000,3491000000,25000000,-164000000,137000000,164000000,8314000000,51000000,273000000,483000000,1240000000,191000000,227000000,1049000000,347000000,1404000000,1887000000,1049000000,USD,67887000000,15667000000,3860000000,4140000000,4316000000,5425000000,50165000000,8038000000,8761000000,40225000000,17025000000,23200000000,321000000,883000000,280000000,1786000000.0,,36799000000,10863000000,3252000000,294000000.0,1683000000,201000000,20233000000,755000000.0,17938000000,1277000000,16661000000,18139000000,5907000000,3944000000.0,31088000000,10147000000,25847000000,23853000000,1768045000,USD,2416000000,-35000000,,,-81000000,756000000,434000000,-82000000,-137000000,1049000000,-489000000,-2185000000,0,496000000,496000000,,568000000,568000000,,,0,,-489000000,,1049000000.0,,1049000000,2019-12-31,-0.9969689688427892,-1.7232833295788994,-1.863279689710111,-0.41840127242849795,-1.199550430858416,-0.8984406282498242,-1.0785599821468976,-0.5215413816111534
