Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Industry,Daily_Return,Sentiment_Score
2020-06-02 00:00:00+00:00,58.32054901123047,66.83999633789062,67.30999755859375,65.41000366210938,65.63999938964844,5463700.0,CVS,Health,0.0182816553430511,0.5648251556170484
2020-06-03 00:00:00+00:00,58.32926940917969,66.8499984741211,67.68000030517578,66.23999786376953,67.13999938964844,6102400.0,CVS,Health,0.0001495253062095,0.4896455961279571
2020-06-04 00:00:00+00:00,58.050052642822266,66.52999877929688,66.72000122070312,65.94999694824219,66.29000091552734,5468900.0,CVS,Health,-0.004786906628278,0.5311134482423464
2020-06-05 00:00:00+00:00,59.63806915283203,68.3499984741211,69.19000244140625,67.12999725341797,67.27999877929688,8598400.0,CVS,Health,0.0273559874231417,0.4420028836466372
2020-06-08 00:00:00+00:00,61.618751525878906,70.62000274658203,70.63999938964844,68.16000366210938,68.19999694824219,8556300.0,CVS,Health,0.0332117119347217,0.5519220536419501
2020-06-09 00:00:00+00:00,60.52807235717773,69.37000274658203,70.29000091552734,68.9800033569336,69.87000274658203,5957100.0,CVS,Health,-0.0177004425064196,0.4723972496576607
2020-06-10 00:00:00+00:00,58.90514755249024,67.51000213623047,69.61000061035156,67.37999725341797,69.58000183105469,6344400.0,CVS,Health,-0.026812762103352,0.7077876278199255
2020-06-11 00:00:00+00:00,55.10960006713867,63.15999984741211,66.43000030517578,62.709999084472656,66.11000061035156,11927500.0,CVS,Health,-0.0644349032819138,0.5243498484293619
2020-06-12 00:00:00+00:00,55.97340774536133,64.1500015258789,65.77999877929688,62.7400016784668,64.7699966430664,10345500.0,CVS,Health,0.0156743594068964,0.5806306883847961
2020-06-15 00:00:00+00:00,55.24919891357422,63.31999969482422,63.77999877929688,61.81999969482422,63.02999877929688,9379400.0,CVS,Health,-0.0129384445392665,0.629430687908704
2020-06-16 00:00:00+00:00,57.22114944458008,65.58000183105469,66.19000244140625,63.91999816894531,64.97000122070312,10975600.0,CVS,Health,0.0356919298339613,0.5672776584979147
2020-06-17 00:00:00+00:00,56.71507263183594,65.0,66.13999938964844,64.66999816894531,66.0,7183300.0,CVS,Health,-0.0088442266129988,0.5076896171473587
2020-06-18 00:00:00+00:00,56.27007675170898,64.48999786376953,64.97000122070312,63.88999938964844,64.6500015258789,5852200.0,CVS,Health,-0.0078461660979548,0.5246702507914355
2020-06-19 00:00:00+00:00,56.27007675170898,64.48999786376953,66.0,64.11000061035156,65.91000366210938,21245800.0,CVS,Health,0.0,0.54547412507236
2020-06-22 00:00:00+00:00,56.10430145263672,64.30000305175781,64.7300033569336,63.27999877929688,64.54000091552734,6069600.0,CVS,Health,-0.0029460649183711,0.541809955999876
2020-06-23 00:00:00+00:00,56.21772384643555,64.43000030517578,65.26000213623047,64.33000183105469,64.86000061035156,5260300.0,CVS,Health,0.0020216345424883,0.4838754323621591
2020-06-24 00:00:00+00:00,55.12705993652344,63.18000030517578,64.05000305175781,62.33000183105469,63.810001373291016,7164400.0,CVS,Health,-0.0194007127163555,0.5923486216148982
2020-06-25 00:00:00+00:00,55.85997772216797,64.0199966430664,64.19999694824219,62.41999816894531,62.70000076293945,5681400.0,CVS,Health,0.0132950639212114,0.5455620128195733
2020-06-26 00:00:00+00:00,55.36263656616211,63.45000076293945,64.12000274658203,62.720001220703125,63.900001525878906,7321900.0,CVS,Health,-0.0089033539984476,0.5090403775684536
2020-06-29 00:00:00+00:00,56.20900344848633,64.41999816894531,65.2699966430664,63.869998931884766,64.0,7109100.0,CVS,Health,0.0152876910280952,0.4711195705458522
2020-06-30 00:00:00+00:00,56.68889999389648,64.97000122070312,65.2699966430664,63.959999084472656,64.70999908447266,7036100.0,CVS,Health,0.0085377166640208,0.844579307284827
2020-07-01 00:00:00+00:00,56.33115768432617,64.55999755859375,65.5999984741211,64.48999786376953,64.97000122070312,5008000.0,CVS,Health,-0.0063106235896061,0.5240518264472485
2020-07-02 00:00:00+00:00,56.45330429077149,64.69999694824219,65.80000305175781,64.55999755859375,65.16000366210938,4700700.0,CVS,Health,0.0021683666991154,0.4118345245563735
2020-07-06 00:00:00+00:00,56.65399932861328,64.93000030517578,65.4000015258789,64.54000091552734,65.05999755859375,5307300.0,CVS,Health,0.0035550627259668,0.5436481783787409
2020-07-07 00:00:00+00:00,55.772735595703125,63.91999816894531,64.56999969482422,63.63999938964844,64.31999969482422,5845900.0,CVS,Health,-0.0155551901605129,0.5875224120294055
2020-07-08 00:00:00+00:00,55.09214782714844,63.13999938964844,64.12999725341797,62.43000030517578,63.79999923706055,9400300.0,CVS,Health,-0.0122028758547594,0.4277351056225598
2020-07-09 00:00:00+00:00,53.46923065185547,61.27999877929688,62.7400016784668,60.54999923706055,62.34000015258789,10172500.0,CVS,Health,-0.0294582302433528,0.577167347073555
2020-07-10 00:00:00+00:00,54.66461181640625,62.650001525878906,62.72999954223633,61.0,61.400001525878906,9474700.0,CVS,Health,0.0223564309786696,0.5012415428645909
2020-07-13 00:00:00+00:00,54.63842391967773,62.619998931884766,63.540000915527344,62.369998931884766,62.66999816894531,6745100.0,CVS,Health,-0.0004790648988137,0.5668302150443196
2020-07-14 00:00:00+00:00,55.58077621459961,63.70000076293945,63.900001525878906,62.20000076293945,62.41999816894531,6563300.0,CVS,Health,0.017247062182965,0.5266694109886885
2020-07-15 00:00:00+00:00,56.34860610961914,64.58000183105469,64.62999725341797,63.4900016784668,63.95000076293945,7171100.0,CVS,Health,0.0138146666404028,0.5108865605046352
2020-07-16 00:00:00+00:00,56.70634078979492,64.98999786376953,65.36000061035156,64.12000274658203,64.5,5783700.0,CVS,Health,0.0063485985701199,0.4804212357848882
2020-07-17 00:00:00+00:00,57.02918243408203,65.36000061035156,65.62999725341797,65.0199966430664,65.30999755859375,5120900.0,CVS,Health,0.0056932194846401,0.3092223957646638
2020-07-20 00:00:00+00:00,55.764007568359375,63.90999984741211,65.47000122070312,63.75,65.33999633789062,5679800.0,CVS,Health,-0.02218469232283,0.5313420128077269
2020-07-21 00:00:00+00:00,56.29625701904297,64.5199966430664,64.7699966430664,63.54999923706055,63.880001068115234,5947600.0,CVS,Health,0.0095446771832372,0.4991518737903486
2020-07-22 00:00:00+00:00,56.085208892822266,63.77999877929688,64.20999908447266,63.130001068115234,64.11000061035156,4836000.0,CVS,Health,-0.0037488838049981,0.4501867091748863
2020-07-23 00:00:00+00:00,56.0940055847168,63.790000915527344,64.3499984741211,63.52999877929688,63.79999923706055,5138300.0,CVS,Health,0.0001568451302613,0.4484203630903114
2020-07-24 00:00:00+00:00,55.69829559326172,63.34000015258789,64.98999786376953,63.0099983215332,64.27999877929688,6436800.0,CVS,Health,-0.0070544078164903,0.2974883616746713
2020-07-27 00:00:00+00:00,55.02119827270508,62.56999969482422,63.060001373291016,62.11000061035156,62.86000061035156,6993400.0,CVS,Health,-0.0121565177775126,0.4829014136145512
2020-07-28 00:00:00+00:00,55.63673400878906,63.27000045776367,63.5,62.22999954223633,62.41999816894531,5593500.0,CVS,Health,0.0111872470140175,0.5762735763564706
2020-07-29 00:00:00+00:00,56.47212219238281,64.22000122070312,64.58000183105469,63.09000015258789,63.459999084472656,6376000.0,CVS,Health,0.0150150471352574,0.7212153080229958
2020-07-30 00:00:00+00:00,56.27867126464844,64.0,64.1500015258789,63.27999877929688,63.65999984741211,4600800.0,CVS,Health,-0.0034256004595568,0.5102638410559545
2020-07-31 00:00:00+00:00,55.3465576171875,62.93999862670898,63.900001525878906,62.290000915527344,63.790000915527344,9198000.0,CVS,Health,-0.0165624672103168,0.580376681794102
2020-08-03 00:00:00+00:00,56.15555953979492,63.86000061035156,64.16999816894531,63.02000045776367,63.45000076293945,6130500.0,CVS,Health,0.0146170233061828,0.4483066891164829
2020-08-04 00:00:00+00:00,57.14043045043945,64.9800033569336,65.41000366210938,63.66999816894531,63.7400016784668,9482400.0,CVS,Health,0.0175382619052455,0.7043122421018779
